payment_id,loan_id,payment_amount,payment_date
PMT0001121,LON0002489,9964.47,2022-10-17
PMT0001122,LON0001717,2630.79,2018-03-07
PMT0001123,LON0000936,2435.69,2019-09-04
PMT0001124,LON0002452,6816.21,2022-07-05
PMT0001125,LON0001146,5373.42,2023-03-06
PMT0001126,LON0000385,5076.5,2022-02-11
PMT0001127,LON0002143,7140.74,2020-05-09
PMT0001128,LON0001554,8853.95,2024-07-09
PMT0001129,LON0000605,6085.12,2022-02-01
PMT0001130,LON0000996,1015.43,2020-02-26
PMT0001131,LON0000685,8279.18,2022-08-28
PMT0001132,LON0002128,9313.38,2020-05-28
PMT0001133,LON0001248,8263.17,2018-03-20
PMT0001134,LON0000144,9087.61,2023-10-04
PMT0001135,LON0002456,5578.56,2021-04-02
PMT0001136,LON0000880,1760.71,2019-03-30
PMT0001137,LON0002507,5151.74,2019-09-06
PMT0001138,LON0001061,1672.18,2020-09-09
PMT0001139,LON0001159,5600.1,2020-07-18
PMT0001140,LON0000498,2722.42,2021-01-24
PMT0001141,LON0000716,8730.72,2023-04-30
PMT0001142,LON0002828,5285.69,2024-03-03
PMT0001143,LON0002543,760.69,2018-05-07
PMT0001144,LON0002101,1842.62,2023-07-20
PMT0001145,LON0000155,4494.45,2024-09-11
PMT0001146,LON0000778,8809.1,2024-09-13
PMT0001147,LON0001942,1824.9,2023-12-24
PMT0001148,LON0000327,2603.95,2019-12-15
PMT0001149,LON0002753,5759.23,2021-12-05
PMT0001150,LON0000633,7808.65,2019-10-21
PMT0001151,LON0002758,8720.18,2024-12-10
PMT0001152,LON0001680,5768.95,2018-10-22
PMT0001153,LON0000696,1365.51,2022-03-07
PMT0001154,LON0000532,3218.38,2020-02-04
PMT0001155,LON0000677,5809.93,2024-03-26
PMT0001156,LON0002188,4450.75,2018-04-06
PMT0001157,LON0001209,5377.67,2022-07-27
PMT0001158,LON0000600,7026.15,2023-04-10
PMT0001159,LON0002331,2976.45,2019-08-15
PMT0001160,LON0001631,1373.04,2018-07-29
PMT0001161,LON0001663,4431.44,2019-10-26
PMT0001162,LON0001636,3005.4,2020-03-01
PMT0001163,LON0002212,3253.07,2021-10-06
PMT0001164,LON0002420,2685.4,2023-01-21
PMT0001165,LON0000082,7817.92,2018-07-19
PMT0001166,LON0001388,705.1,2018-07-06
PMT0001167,LON0001121,3540.87,2019-10-22
PMT0001168,LON0001132,3639.79,2021-06-23
PMT0001169,LON0000820,8561.46,2023-12-08
PMT0001170,LON0002017,1390.26,2020-11-15
PMT0001171,LON0000238,8764.95,2020-01-22
PMT0001172,LON0002930,2984.73,2023-02-19
PMT0001173,LON0002868,8257.65,2019-01-09
PMT0001174,LON0000470,5974.1,2021-11-19
PMT0001175,LON0000662,1547.74,2021-10-17
PMT0001176,LON0000347,546.4,2020-10-12
PMT0001177,LON0000885,5277.11,2022-05-26
PMT0001178,LON0002482,7493.58,2019-09-16
PMT0001179,LON0002335,3642.61,2024-06-01
PMT0001180,LON0001730,8675.0,2024-03-18
PMT0001181,LON0001020,9381.76,2021-05-18
PMT0001182,LON0002236,4491.24,2019-12-21
PMT0001183,LON0001058,9785.08,2019-03-30
PMT0001184,LON0001531,9089.05,2022-01-01
PMT0001185,LON0001737,3675.29,2021-01-24
PMT0001186,LON0000151,7560.13,2024-03-19
PMT0001187,LON0000734,9111.19,2021-09-07
PMT0001188,LON0000788,1993.04,2020-08-04
PMT0001189,LON0001516,9192.54,2020-12-03
PMT0001190,LON0002902,6418.75,2021-01-01
PMT0001191,LON0000524,749.73,2019-08-17
PMT0001192,LON0002230,2450.69,2021-04-14
PMT0001193,LON0001274,3361.14,2019-11-12
PMT0001194,LON0002516,8547.81,2021-09-19
PMT0001195,LON0000965,7024.09,2019-06-15
PMT0001196,LON0000891,8164.75,2022-09-14
PMT0001197,LON0002805,8812.96,2021-11-15
PMT0001198,LON0001752,777.74,2023-04-16
PMT0001199,LON0000953,5045.81,2019-08-06
PMT0001200,LON0001383,3858.79,2018-01-23
PMT0001201,LON0000204,3725.38,2022-05-07
PMT0001202,LON0002938,7053.44,2022-06-18
PMT0001203,LON0001308,6791.03,2022-04-20
PMT0001204,LON0000397,3777.49,2023-01-17
PMT0001205,LON0001003,1053.28,2024-03-09
PMT0001206,LON0002073,5068.48,2020-02-06
PMT0001207,LON0000615,3550.69,2024-08-01
PMT0001208,LON0000024,5774.34,2022-03-27
PMT0001209,LON0001003,1500.58,2021-12-29
PMT0001210,LON0000656,7158.83,2021-01-03
PMT0001211,LON0001545,9166.67,2024-03-31
PMT0001212,LON0002841,484.66,2022-06-29
PMT0001213,LON0002610,7865.04,2022-11-27
PMT0001214,LON0002743,348.18,2022-09-08
PMT0001215,LON0000840,8247.57,2021-01-10
PMT0001216,LON0000775,1013.34,2021-02-16
PMT0001217,LON0000838,5521.44,2018-10-26
PMT0001218,LON0000440,9562.36,2021-08-06
PMT0001219,LON0000489,7065.32,2019-12-29
PMT0001220,LON0000029,2319.8,2020-06-10
PMT0001221,LON0000784,3093.4,2020-03-22
PMT0001222,LON0000557,4761.8,2020-09-12
PMT0001223,LON0000234,9455.85,2021-08-30
PMT0001224,LON0002220,9684.48,2022-09-18
PMT0001225,LON0002598,9361.66,2020-07-29
PMT0001226,LON0001490,2983.06,2024-02-15
PMT0001227,LON0002022,326.24,2021-02-28
PMT0001228,LON0001432,8032.72,2022-01-11
PMT0001229,LON0001179,2715.41,2021-09-09
PMT0001230,LON0002716,1246.97,2022-06-18
PMT0001231,LON0002086,7975.75,2020-03-18
PMT0001232,LON0002314,6108.76,2024-04-23
PMT0001233,LON0002067,535.61,2022-10-14
PMT0001234,LON0002955,9966.74,2024-03-02
PMT0001235,LON0000597,4750.59,2019-07-20
PMT0001236,LON0000128,1169.11,2019-07-03
PMT0001237,LON0002297,7643.83,2024-06-21
PMT0001238,LON0000006,7832.86,2020-03-19
PMT0001239,LON0001574,3844.67,2018-08-13
PMT0001240,LON0002513,8937.43,2018-07-28
PMT0001241,LON0001228,3080.38,2019-03-17
PMT0001242,LON0000704,524.42,2021-11-23
PMT0001243,LON0002239,3802.42,2018-02-26
PMT0001244,LON0001773,1249.69,2022-07-13
PMT0001245,LON0002213,1061.68,2018-07-18
PMT0001246,LON0001735,7984.62,2019-03-28
PMT0001247,LON0002970,6364.28,2024-07-02
PMT0001248,LON0001452,548.34,2022-10-07
PMT0001249,LON0002964,1682.75,2018-10-26
PMT0001250,LON0002331,2081.44,2022-10-24
PMT0001251,LON0000272,3909.28,2023-05-18
PMT0001252,LON0001163,7700.52,2018-05-18
PMT0001253,LON0000418,9911.91,2021-03-13
PMT0001254,LON0001428,1692.49,2019-02-02
PMT0001255,LON0002066,3242.89,2018-06-07
PMT0001256,LON0002238,2490.43,2023-03-17
PMT0001257,LON0000098,2038.75,2022-07-13
PMT0001258,LON0002449,8320.12,2021-03-11
PMT0001259,LON0000263,1089.78,2023-09-14
PMT0001260,LON0002507,2981.11,2023-06-30
PMT0001261,LON0000998,9153.34,2022-03-27
PMT0001262,LON0001422,9766.81,2020-07-28
PMT0001263,LON0000569,6227.84,2022-02-21
PMT0001264,LON0001702,5557.27,2023-12-27
PMT0001265,LON0001155,389.71,2022-05-13
PMT0001266,LON0000340,4954.68,2023-08-06
PMT0001267,LON0000799,9470.8,2019-08-14
PMT0001268,LON0002794,7384.43,2024-10-12
PMT0001269,LON0002461,7069.33,2022-03-22
PMT0001270,LON0002510,9096.07,2021-09-27
PMT0001271,LON0002155,5486.88,2018-06-17
PMT0001272,LON0001027,9180.08,2022-08-02
PMT0001273,LON0002100,1639.3,2019-07-12
PMT0001274,LON0000198,9121.06,2019-02-11
PMT0001275,LON0001049,9237.22,2023-01-04
PMT0001276,LON0002845,8436.27,2023-04-25
PMT0001277,LON0002461,8903.64,2023-12-28
PMT0001278,LON0001167,6384.99,2020-01-09
PMT0001279,LON0002312,1815.19,2021-01-11
PMT0001280,LON0002001,1153.07,2024-11-08
PMT0001281,LON0002012,5903.63,2019-09-06
PMT0001282,LON0000037,4666.16,2022-10-10
PMT0001283,LON0001010,9777.15,2021-12-15
PMT0001284,LON0001219,3331.34,2020-05-17
PMT0001285,LON0002397,583.51,2021-03-29
PMT0001286,LON0000899,3967.91,2018-04-18
PMT0001287,LON0001411,9886.26,2019-12-03
PMT0001288,LON0000463,5964.89,2021-02-14
PMT0001289,LON0000583,9121.53,2023-02-06
PMT0001290,LON0001589,6351.61,2024-08-29
PMT0001291,LON0002332,8838.66,2022-10-24
PMT0001292,LON0001759,8095.69,2023-01-15
PMT0001293,LON0001252,290.95,2018-05-20
PMT0001294,LON0001887,9457.93,2021-09-15
PMT0001295,LON0001537,6408.39,2021-05-18
PMT0001296,LON0001815,9143.92,2018-08-30
PMT0001297,LON0002355,4363.25,2022-08-09
PMT0001298,LON0001875,1245.32,2022-05-26
PMT0001299,LON0001768,8319.48,2019-04-23
PMT0001300,LON0001012,1725.17,2023-11-22
PMT0001301,LON0000788,5014.54,2019-08-19
PMT0001302,LON0000394,5864.58,2021-11-28
PMT0001303,LON0000092,9445.17,2019-11-03
PMT0001304,LON0001654,5273.54,2019-09-11
PMT0001305,LON0002128,9338.03,2020-02-25
PMT0001306,LON0002437,7689.47,2024-02-12
PMT0001307,LON0001565,2549.63,2024-12-02
PMT0001308,LON0001523,9469.6,2024-01-07
PMT0001309,LON0001560,6975.53,2019-08-07
PMT0001310,LON0000415,1197.26,2020-10-29
PMT0001311,LON0001503,4953.46,2023-09-17
PMT0001312,LON0001425,9632.47,2023-10-29
PMT0001313,LON0001263,3878.9,2019-03-31
PMT0001314,LON0001926,244.76,2019-07-16
PMT0001315,LON0000495,8998.42,2022-01-25
PMT0001316,LON0000180,6770.81,2019-08-30
PMT0001317,LON0002634,1911.86,2020-09-25
PMT0001318,LON0000265,4641.44,2024-02-29
PMT0001319,LON0000476,427.29,2021-09-18
PMT0001320,LON0001614,985.71,2022-06-30
PMT0001321,LON0002934,9498.08,2020-05-05
PMT0001322,LON0001003,6547.99,2023-09-25
PMT0001323,LON0001545,524.18,2021-06-15
PMT0001324,LON0001464,2868.95,2021-08-30
PMT0001325,LON0001733,6220.64,2020-03-14
PMT0001326,LON0001142,3763.59,2020-11-06
PMT0001327,LON0000020,8214.38,2024-06-25
PMT0001328,LON0002985,7127.94,2023-07-20
PMT0001329,LON0001580,2959.18,2023-12-10
PMT0001330,LON0002797,5487.75,2018-05-10
PMT0001331,LON0001578,647.73,2020-09-16
PMT0001332,LON0000951,5116.03,2021-03-01
PMT0001333,LON0000485,3633.34,2019-02-19
PMT0001334,LON0001824,8317.81,2022-04-12
PMT0001335,LON0003000,1821.57,2018-03-31
PMT0001336,LON0002961,8023.4,2018-04-18
PMT0001337,LON0001108,5790.48,2020-02-16
PMT0001338,LON0002290,6800.63,2024-10-27
PMT0001339,LON0002738,6132.29,2023-03-03
PMT0001340,LON0002022,9060.27,2020-07-24
PMT0001341,LON0001139,3347.77,2022-04-22
PMT0001342,LON0000837,7183.52,2018-02-20
PMT0001343,LON0000861,6338.99,2022-04-19
PMT0001344,LON0001812,8813.68,2023-10-27
PMT0001345,LON0001866,228.57,2018-11-19
PMT0001346,LON0000926,9555.97,2021-04-29
PMT0001347,LON0001001,1253.14,2021-11-08
PMT0001348,LON0002882,6649.58,2019-11-22
PMT0001349,LON0000896,6780.4,2020-06-29
PMT0001350,LON0000748,8287.24,2021-05-03
PMT0001351,LON0000165,6414.23,2021-12-07
PMT0001352,LON0002544,903.87,2024-04-22
PMT0001353,LON0002619,4186.28,2024-05-15
PMT0001354,LON0001181,4467.39,2021-10-03
PMT0001355,LON0000114,6830.81,2019-04-05
PMT0001356,LON0001729,2208.14,2021-04-05
PMT0001357,LON0001972,7114.43,2018-03-30
PMT0001358,LON0001318,7547.2,2021-10-09
PMT0001359,LON0000498,2003.34,2020-08-05
PMT0001360,LON0002546,3475.13,2019-06-04
PMT0001361,LON0002627,3635.82,2023-05-09
PMT0001362,LON0000094,8108.71,2023-01-28
PMT0001363,LON0002884,6814.24,2020-05-12
PMT0001364,LON0001981,3923.64,2023-11-08
PMT0001365,LON0002734,1371.96,2023-01-23
PMT0001366,LON0000325,1712.68,2022-04-25
PMT0001367,LON0000132,7490.8,2018-10-28
PMT0001368,LON0002552,5033.62,2024-05-29
PMT0001369,LON0000385,5432.46,2021-06-06
PMT0001370,LON0001858,8846.43,2021-02-09
PMT0001371,LON0002243,9625.52,2021-10-16
PMT0001372,LON0002005,4055.04,2018-03-11
PMT0001373,LON0000917,6981.91,2024-08-25
PMT0001374,LON0000347,3184.88,2021-07-08
PMT0001375,LON0001968,5413.21,2023-05-31
PMT0001376,LON0000576,9130.34,2019-07-23
PMT0001377,LON0000044,8724.63,2018-01-16
PMT0001378,LON0000846,1120.88,2023-02-11
PMT0001379,LON0000279,9324.22,2022-01-13
PMT0001380,LON0002897,1674.35,2020-10-22
PMT0001381,LON0002897,3695.79,2024-11-15
PMT0001382,LON0002822,7055.28,2024-01-23
PMT0001383,LON0001412,9823.83,2019-08-30
PMT0001384,LON0002846,6524.23,2019-09-02
PMT0001385,LON0000660,4220.17,2022-01-13
PMT0001386,LON0002042,908.09,2018-05-27
PMT0001387,LON0002658,8716.28,2021-10-12
PMT0001388,LON0002224,7552.87,2020-04-02
PMT0001389,LON0002514,715.97,2024-07-05
PMT0001390,LON0000913,2726.95,2019-05-07
PMT0001391,LON0002614,721.95,2018-06-19
PMT0001392,LON0001087,7382.41,2023-06-28
PMT0001393,LON0001383,1724.72,2018-06-10
PMT0001394,LON0000397,7354.18,2018-02-13
PMT0001395,LON0002054,1986.73,2022-07-20
PMT0001396,LON0000406,3644.65,2020-02-03
PMT0001397,LON0000026,6465.05,2020-03-18
PMT0001398,LON0002522,1957.67,2024-01-23
PMT0001399,LON0000795,4046.24,2020-12-18
PMT0001400,LON0000819,2255.49,2022-10-25
PMT0001401,LON0002787,6607.65,2024-08-26
PMT0001402,LON0002546,9479.34,2022-05-10
PMT0001403,LON0000179,5209.32,2024-01-20
PMT0001404,LON0000079,7993.57,2020-03-16
PMT0001405,LON0001677,9153.49,2024-03-24
PMT0001406,LON0002511,9272.84,2020-11-12
PMT0001407,LON0001610,5955.81,2019-12-04
PMT0001408,LON0000003,5582.08,2021-09-26
PMT0001409,LON0002242,7410.48,2024-01-04
PMT0001410,LON0000021,7926.83,2019-08-23
PMT0001411,LON0001751,7583.79,2019-07-06
PMT0001412,LON0002985,2255.44,2022-03-19
PMT0001413,LON0001044,6891.63,2019-04-11
PMT0001414,LON0001441,6549.08,2021-05-28
PMT0001415,LON0001457,731.58,2022-05-12
PMT0001416,LON0000792,7589.93,2021-06-27
PMT0001417,LON0000477,3799.5,2019-10-05
PMT0001418,LON0000392,9502.82,2024-07-16
PMT0001419,LON0000934,2718.05,2021-09-10
PMT0001420,LON0000839,4655.04,2023-11-07
PMT0001421,LON0000360,3702.89,2021-05-05
PMT0001422,LON0002758,6584.84,2020-08-22
PMT0001423,LON0002183,5706.86,2024-04-11
PMT0001424,LON0000564,2495.13,2019-02-24
PMT0001425,LON0002291,1265.09,2021-12-10
PMT0001426,LON0002605,7690.58,2024-12-08
PMT0001427,LON0002899,102.13,2019-08-16
PMT0001428,LON0001199,987.87,2021-06-26
PMT0001429,LON0002140,7259.72,2024-05-03
PMT0001430,LON0000891,5440.95,2019-05-09
PMT0001431,LON0000781,6988.38,2020-02-04
PMT0001432,LON0000021,5158.96,2021-05-10
PMT0001433,LON0000132,6238.11,2023-10-12
PMT0001434,LON0002295,5130.55,2021-04-06
PMT0001435,LON0000284,8174.77,2023-05-03
PMT0001436,LON0001860,1670.16,2019-07-03
PMT0001437,LON0002402,9953.59,2022-11-21
PMT0001438,LON0001478,5719.36,2019-07-01
PMT0001439,LON0002206,3099.23,2021-11-15
PMT0001440,LON0001264,2487.8,2023-08-23
PMT0001441,LON0000196,7845.52,2021-08-04
PMT0001442,LON0000771,6760.24,2018-01-19
PMT0001443,LON0001437,8332.94,2019-02-24
PMT0001444,LON0002864,1929.41,2018-07-12
PMT0001445,LON0000933,199.05,2018-04-29
PMT0001446,LON0002293,9638.76,2022-09-25
PMT0001447,LON0002310,9664.93,2024-07-11
PMT0001448,LON0002620,4626.0,2022-03-22
PMT0001449,LON0001385,344.52,2022-11-22
PMT0001450,LON0002974,925.31,2023-08-19
PMT0001451,LON0002469,490.23,2023-04-21
PMT0001452,LON0001566,6454.04,2023-06-23
PMT0001453,LON0001207,1611.4,2023-11-12
PMT0001454,LON0001802,9535.66,2021-09-03
PMT0001455,LON0001556,4466.54,2019-10-23
PMT0001456,LON0000667,4522.45,2023-08-09
PMT0001457,LON0001617,1108.74,2023-05-03
PMT0001458,LON0001909,2022.95,2023-07-24
PMT0001459,LON0001245,3471.99,2022-03-17
PMT0001460,LON0002545,4775.95,2024-01-05
PMT0001461,LON0001636,3154.14,2024-03-25
PMT0001462,LON0001876,7001.9,2020-11-16
PMT0001463,LON0000554,2633.21,2023-11-25
PMT0001464,LON0001160,8098.53,2018-11-05
PMT0001465,LON0002691,2982.73,2019-07-04
PMT0001466,LON0000386,9203.9,2019-11-20
PMT0001467,LON0002319,4806.84,2019-03-15
PMT0001468,LON0000326,1587.79,2020-01-19
PMT0001469,LON0000482,105.41,2018-07-16
PMT0001470,LON0001467,6747.78,2023-03-25
PMT0001471,LON0000156,4264.57,2023-11-21
PMT0001472,LON0001838,5327.4,2023-11-01
PMT0001473,LON0001507,6825.09,2021-12-29
PMT0001474,LON0001746,6922.03,2023-09-30
PMT0001475,LON0001856,3501.42,2018-12-09
PMT0001476,LON0000429,2386.33,2022-11-10
PMT0001477,LON0000806,551.5,2020-06-26
PMT0001478,LON0002276,4328.55,2020-10-20
PMT0001479,LON0002243,9870.18,2018-04-15
PMT0001480,LON0002060,8940.71,2023-01-29
PMT0001481,LON0000713,1760.69,2023-10-05
PMT0001482,LON0000875,4267.14,2024-07-09
PMT0001483,LON0002060,7066.23,2023-01-20
PMT0001484,LON0002342,650.99,2019-11-26
PMT0001485,LON0002803,119.35,2022-01-08
PMT0001486,LON0001616,8491.4,2018-08-15
PMT0001487,LON0000143,8102.13,2022-02-18
PMT0001488,LON0001921,1905.09,2023-12-19
PMT0001489,LON0002997,2826.51,2021-02-10
PMT0001490,LON0002003,7557.86,2021-03-14
PMT0001491,LON0001281,1445.67,2021-04-10
PMT0001492,LON0000806,2999.96,2021-12-23
PMT0001493,LON0002338,5892.37,2024-02-21
PMT0001494,LON0000297,5249.29,2020-07-11
PMT0001495,LON0000866,6175.51,2018-06-05
PMT0001496,LON0000879,7080.21,2020-02-07
PMT0001497,LON0001440,198.55,2019-10-10
PMT0001498,LON0001493,4774.27,2024-10-17
PMT0001499,LON0002791,7320.72,2018-12-28
PMT0001500,LON0001568,8207.77,2023-06-28
PMT0001501,LON0000674,1968.41,2023-06-26
PMT0001502,LON0002064,8735.77,2023-05-17
PMT0001503,LON0000183,1873.18,2020-01-17
PMT0001504,LON0002480,7149.52,2019-03-22
PMT0001505,LON0002022,3681.58,2018-10-08
PMT0001506,LON0002321,2836.89,2022-08-10
PMT0001507,LON0002726,3010.5,2019-05-30
PMT0001508,LON0001995,8181.95,2023-07-05
PMT0001509,LON0002229,1814.3,2022-02-05
PMT0001510,LON0001860,4990.31,2022-10-23
PMT0001511,LON0000122,9177.41,2021-06-14
PMT0001512,LON0000577,1418.02,2021-07-08
PMT0001513,LON0001506,1380.06,2020-05-08
PMT0001514,LON0002924,7613.95,2024-04-22
PMT0001515,LON0001398,3891.21,2021-04-19
PMT0001516,LON0000663,8601.41,2022-03-09
PMT0001517,LON0001886,9477.67,2020-06-09
PMT0001518,LON0001064,6498.05,2020-02-06
PMT0001519,LON0002649,8874.15,2024-03-24
PMT0001520,LON0000518,7538.25,2022-03-15
PMT0001521,LON0000031,6911.86,2018-12-16
PMT0001522,LON0002754,5238.55,2020-10-12
PMT0001523,LON0001698,3048.3,2020-07-25
PMT0001524,LON0000964,979.92,2024-08-14
PMT0001525,LON0002459,8662.67,2021-08-30
PMT0001526,LON0000384,4949.91,2023-12-20
PMT0001527,LON0002216,7730.72,2024-01-03
PMT0001528,LON0001597,1250.58,2021-01-07
PMT0001529,LON0002100,5707.43,2024-01-31
PMT0001530,LON0001424,7720.07,2020-06-16
PMT0001531,LON0002880,1530.19,2020-12-13
PMT0001532,LON0000088,7863.05,2020-05-02
PMT0001533,LON0002485,3938.67,2024-09-03
PMT0001534,LON0001185,7068.73,2022-07-31
PMT0001535,LON0001565,7782.08,2021-04-26
PMT0001536,LON0000717,5013.03,2022-10-04
PMT0001537,LON0000990,5040.78,2020-08-14
PMT0001538,LON0002220,3384.68,2019-12-20
PMT0001539,LON0000669,6125.71,2023-07-13
PMT0001540,LON0000169,893.41,2024-02-18
PMT0001541,LON0000531,3322.22,2022-06-10
PMT0001542,LON0000638,4450.97,2023-06-14
PMT0001543,LON0002191,6734.8,2019-08-23
PMT0001544,LON0002622,9959.83,2018-04-16
PMT0001545,LON0002066,8672.41,2024-09-08
PMT0001546,LON0000570,8830.71,2018-06-04
PMT0001547,LON0000120,5605.1,2022-08-28
PMT0001548,LON0000949,3327.24,2018-07-29
PMT0001549,LON0001284,6349.03,2023-12-19
PMT0001550,LON0002332,9988.6,2020-06-16
PMT0001551,LON0002690,6208.11,2022-03-23
PMT0001552,LON0000118,7547.91,2024-07-03
PMT0001553,LON0000221,8727.31,2024-01-28
PMT0001554,LON0000687,1766.77,2020-11-04
PMT0001555,LON0000342,1680.23,2024-06-15
PMT0001556,LON0002780,997.58,2018-01-18
PMT0001557,LON0001768,7957.53,2020-10-03
PMT0001558,LON0002909,8974.39,2022-07-02
PMT0001559,LON0000502,6367.32,2021-11-28
PMT0001560,LON0001831,4502.06,2020-01-30
PMT0001561,LON0000255,6624.95,2019-06-18
PMT0001562,LON0000318,8191.28,2024-04-29
PMT0001563,LON0001624,8765.26,2024-01-03
PMT0001564,LON0000003,1841.77,2020-09-13
PMT0001565,LON0001765,3535.71,2023-08-14
PMT0001566,LON0001645,7758.79,2022-10-20
PMT0001567,LON0002927,1560.05,2018-01-09
PMT0001568,LON0002108,8636.06,2019-04-15
PMT0001569,LON0002207,3295.5,2018-01-12
PMT0001570,LON0002176,792.52,2018-03-18
PMT0001571,LON0000732,4215.12,2021-09-15
PMT0001572,LON0002119,1212.71,2024-07-25
PMT0001573,LON0000486,8505.7,2024-08-19
PMT0001574,LON0002541,2216.21,2019-04-12
PMT0001575,LON0000502,4200.06,2020-07-16
PMT0001576,LON0001254,5598.47,2021-10-06
PMT0001577,LON0000786,8784.86,2024-06-24
PMT0001578,LON0001104,7327.59,2024-03-02
PMT0001579,LON0000750,2332.18,2019-05-01
PMT0001580,LON0001929,9493.36,2024-01-25
PMT0001581,LON0001186,8618.28,2020-06-22
PMT0001582,LON0000705,9307.32,2019-06-08
PMT0001583,LON0000425,921.79,2023-12-29
PMT0001584,LON0002996,428.81,2023-01-31
PMT0001585,LON0001796,7913.28,2021-09-03
PMT0001586,LON0002282,3475.79,2021-03-17
PMT0001587,LON0000775,9358.27,2021-12-07
PMT0001588,LON0001598,5319.1,2023-04-06
PMT0001589,LON0002559,7772.54,2023-10-22
PMT0001590,LON0000661,8074.2,2019-08-05
PMT0001591,LON0001356,7792.99,2021-04-27
PMT0001592,LON0001822,4420.1,2021-08-02
PMT0001593,LON0002312,7162.61,2019-12-15
PMT0001594,LON0001641,1328.22,2018-07-28
PMT0001595,LON0001318,7228.34,2023-05-13
PMT0001596,LON0002907,3735.79,2020-05-28
PMT0001597,LON0000633,5662.13,2024-10-23
PMT0001598,LON0002946,775.31,2020-07-14
PMT0001599,LON0001285,6567.77,2021-03-02
PMT0001600,LON0001483,175.21,2021-04-03
PMT0001601,LON0000490,6346.81,2019-01-13
PMT0001602,LON0000967,7445.33,2020-09-21
PMT0001603,LON0002047,841.9,2022-11-20
PMT0001604,LON0001991,8889.84,2022-01-23
PMT0001605,LON0002075,7440.79,2018-08-13
PMT0001606,LON0000438,1900.81,2022-10-02
PMT0001607,LON0002351,8670.86,2021-10-20
PMT0001608,LON0002036,1328.26,2023-04-14
PMT0001609,LON0002483,711.72,2022-11-09
PMT0001610,LON0001463,7155.17,2020-05-20
PMT0001611,LON0000218,3054.85,2019-09-01
PMT0001612,LON0000389,8519.7,2018-06-28
PMT0001613,LON0000484,3620.03,2023-01-01
PMT0001614,LON0001392,9244.85,2023-09-13
PMT0001615,LON0002059,4821.75,2023-12-24
PMT0001616,LON0002093,8517.1,2023-12-25
PMT0001617,LON0001098,1107.9,2023-12-23
PMT0001618,LON0002026,2281.7,2020-12-23
PMT0001619,LON0001324,5755.29,2021-01-04
PMT0001620,LON0002747,8392.29,2022-12-08
PMT0001621,LON0002120,4539.82,2018-02-10
PMT0001622,LON0001008,9747.86,2024-02-05
PMT0001623,LON0001408,1366.19,2024-11-22
PMT0001624,LON0002677,2956.22,2022-01-10
PMT0001625,LON0001130,1652.16,2024-08-27
PMT0001626,LON0001890,6380.41,2022-03-20
PMT0001627,LON0002450,1597.49,2022-10-12
PMT0001628,LON0000425,4799.37,2019-10-01
PMT0001629,LON0001552,1603.65,2019-07-14
PMT0001630,LON0002945,6868.27,2024-10-23
PMT0001631,LON0000883,9373.96,2019-01-04
PMT0001632,LON0000697,2404.51,2023-05-07
PMT0001633,LON0001969,5198.25,2019-01-31
PMT0001634,LON0001838,1937.76,2024-09-27
PMT0001635,LON0002522,2226.86,2018-05-10
PMT0001636,LON0001168,7310.3,2019-09-29
PMT0001637,LON0000113,545.32,2019-10-26
PMT0001638,LON0000845,4150.73,2024-07-01
PMT0001639,LON0000449,9684.44,2018-02-21
PMT0001640,LON0002636,6826.4,2019-11-24
PMT0001641,LON0001832,5001.96,2019-07-18
PMT0001642,LON0001290,8251.92,2021-02-20
PMT0001643,LON0001365,4822.87,2022-01-10
PMT0001644,LON0002314,3771.12,2024-09-04
PMT0001645,LON0000486,2367.05,2021-01-13
PMT0001646,LON0000906,4411.71,2024-06-30
PMT0001647,LON0000718,4890.45,2024-08-11
PMT0001648,LON0002085,2035.08,2021-06-19
PMT0001649,LON0000993,2143.91,2020-08-16
PMT0001650,LON0001187,8895.04,2020-03-22
PMT0001651,LON0002912,4386.56,2023-01-05
PMT0001652,LON0001314,3699.19,2021-11-16
PMT0001653,LON0001033,9423.58,2019-09-09
PMT0001654,LON0000153,1149.36,2023-08-04
PMT0001655,LON0001133,2734.77,2024-06-16
PMT0001656,LON0000960,9336.51,2023-11-30
PMT0001657,LON0000396,8792.16,2021-01-22
PMT0001658,LON0002511,2269.4,2018-07-02
PMT0001659,LON0001633,8088.08,2024-03-05
PMT0001660,LON0002524,5742.71,2022-05-15
PMT0001661,LON0002006,8601.92,2023-04-10
PMT0001662,LON0002853,622.16,2018-03-26
PMT0001663,LON0000216,3989.78,2024-03-08
PMT0001664,LON0000319,9263.06,2024-03-13
PMT0001665,LON0001639,3218.98,2018-08-24
PMT0001666,LON0002300,9069.51,2023-05-30
PMT0001667,LON0001079,3245.05,2022-11-11
PMT0001668,LON0000428,6228.86,2019-07-29
PMT0001669,LON0001011,696.74,2019-07-10
PMT0001670,LON0002102,2873.17,2022-03-21
PMT0001671,LON0000832,7743.11,2020-02-11
PMT0001672,LON0001439,9232.81,2022-07-02
PMT0001673,LON0000569,6175.84,2023-06-05
PMT0001674,LON0002278,476.72,2022-09-02
PMT0001675,LON0000307,5844.58,2023-06-13
PMT0001676,LON0001171,4426.17,2022-03-27
PMT0001677,LON0001496,6978.21,2018-09-10
PMT0001678,LON0001884,707.42,2021-01-15
PMT0001679,LON0002362,9489.05,2024-09-12
PMT0001680,LON0002411,6478.29,2024-04-16
PMT0001681,LON0002425,6403.05,2023-02-10
