loan_id,customer_id,loan_type,loan_amount,interest_rate,status
LON0000946,CUST0001953,Mortgage,432063.63,7.29,Active
LON0000947,CUST0000126,Business,465591.19,7.74,Active
LON0000948,CUST0001781,Business,80633.63,6.3,Active
LON0000949,CUST0002032,Auto,32907.62,15.28,Active
LON0000950,CUST0001273,Business,302961.58,5.78,Active
LON0000951,CUST0002263,Business,471958.93,19.69,Active
LON0000952,CUST0001663,Personal,40405.31,2.14,Default
LON0000953,CUST0002540,Mortgage,390636.06,2.85,Closed
LON0000954,CUST0001296,Business,290797.1,19.3,Closed
LON0000955,CUST0001178,Mortgage,238213.44,2.86,Closed
LON0000956,CUST0002800,Personal,252186.37,10.14,Active
LON0000957,CUST0001089,Mortgage,94903.23,13.06,Active
LON0000958,CUST0001131,Mortgage,89758.5,13.53,Active
LON0000959,CUST0002637,Auto,60154.91,13.21,Active
LON0000960,CUST0000567,Personal,393958.84,2.23,Active
LON0000961,CUST0002534,Auto,201823.33,13.82,Active
LON0000962,CUST0000994,Auto,350342.38,16.34,Active
LON0000963,CUST0001494,Auto,450286.32,6.83,Default
LON0000964,CUST0001353,Auto,254857.66,7.61,Closed
LON0000965,CUST0002677,Mortgage,286541.39,13.84,Active
LON0000966,CUST0000276,Mortgage,474265.9,7.17,Active
LON0000967,CUST0001753,Mortgage,72830.67,15.15,Active
LON0000968,CUST0000763,Mortgage,417898.5,6.71,Active
LON0000969,CUST0001707,Auto,99779.74,15.24,Active
LON0000970,CUST0000308,Auto,58108.86,6.73,Active
LON0000971,CUST0001333,Business,274198.24,18.13,Closed
LON0000972,CUST0002122,Business,456552.87,7.52,Closed
LON0000973,CUST0001240,Personal,9973.77,8.78,Closed
LON0000974,CUST0000682,Business,9666.2,10.5,Active
LON0000975,CUST0002438,Mortgage,88683.35,5.1,Active
LON0000976,CUST0002524,Auto,34427.64,17.93,Active
LON0000977,CUST0002463,Business,430230.94,13.75,Active
LON0000978,CUST0000776,Mortgage,56660.24,14.14,Closed
LON0000979,CUST0001899,Auto,401940.65,4.08,Active
LON0000980,CUST0002073,Personal,32627.27,5.67,Active
LON0000981,CUST0001404,Auto,52273.41,15.39,Active
LON0000982,CUST0000093,Mortgage,60746.76,14.15,Active
LON0000983,CUST0001213,Auto,300288.32,16.82,Closed
LON0000984,CUST0001270,Mortgage,208515.97,8.3,Active
LON0000985,CUST0002676,Personal,390343.73,18.64,Active
LON0000986,CUST0001118,Personal,222549.17,5.49,Active
LON0000987,CUST0001396,Personal,368059.13,16.74,Active
LON0000988,CUST0001254,Business,324358.33,8.67,Active
LON0000989,CUST0001288,Auto,444483.89,11.85,Closed
LON0000990,CUST0002208,Auto,14256.77,16.62,Closed
LON0000991,CUST0002589,Auto,105571.04,15.99,Active
LON0000992,CUST0000531,Auto,495300.78,13.07,Active
LON0000993,CUST0000010,Personal,165931.83,6.07,Active
LON0000994,CUST0000472,Auto,376748.68,14.58,Active
LON0000995,CUST0000337,Business,460349.74,9.58,Active
LON0000996,CUST0002348,Mortgage,18436.07,6.51,Active
LON0000997,CUST0001334,Business,210913.23,8.52,Active
LON0000998,CUST0002521,Business,8695.61,4.11,Active
LON0000999,CUST0000639,Personal,116537.55,10.03,Active
LON0001000,CUST0001557,Business,400721.62,5.46,Closed
LON0001001,CUST0001168,Auto,442098.53,16.54,Active
LON0001002,CUST0000894,Auto,480510.91,17.77,Closed
LON0001003,CUST0000130,Business,161290.48,3.95,Active
LON0001004,CUST0000610,Mortgage,465195.76,16.51,Active
LON0001005,CUST0000930,Auto,463032.03,17.99,Default
LON0001006,CUST0000318,Business,334417.56,14.56,Active
LON0001007,CUST0000411,Business,51666.26,4.04,Active
LON0001008,CUST0001022,Auto,334521.78,3.65,Closed
LON0001009,CUST0001426,Business,83793.2,18.66,Default
LON0001010,CUST0000474,Personal,433495.25,7.13,Default
LON0001011,CUST0000589,Personal,103260.7,7.28,Active
LON0001012,CUST0001815,Personal,119501.28,10.74,Active
LON0001013,CUST0002174,Auto,288224.7,5.72,Active
LON0001014,CUST0001485,Auto,415977.0,4.81,Active
LON0001015,CUST0001448,Auto,422613.92,5.97,Closed
LON0001016,CUST0002510,Personal,50265.42,4.2,Closed
LON0001017,CUST0002577,Business,448650.35,7.62,Active
LON0001018,CUST0002395,Business,120684.58,9.57,Active
LON0001019,CUST0002414,Auto,86173.09,19.5,Active
LON0001020,CUST0000275,Mortgage,292419.42,4.05,Active
LON0001021,CUST0002955,Mortgage,352939.04,16.2,Closed
LON0001022,CUST0002490,Business,353629.14,17.17,Active
LON0001023,CUST0000404,Mortgage,143460.59,14.57,Active
LON0001024,CUST0000832,Mortgage,490660.24,2.09,Active
LON0001025,CUST0001963,Auto,207508.42,8.13,Default
LON0001026,CUST0002190,Personal,351584.06,3.71,Active
LON0001027,CUST0002453,Business,368498.61,12.03,Active
LON0001028,CUST0002453,Personal,215100.08,5.59,Closed
LON0001029,CUST0002262,Business,318334.32,3.77,Active
LON0001030,CUST0001174,Auto,239396.34,5.43,Active
LON0001031,CUST0000620,Personal,177382.22,2.21,Active
LON0001032,CUST0001987,Personal,348633.15,13.76,Active
LON0001033,CUST0000919,Mortgage,165063.58,13.65,Active
LON0001034,CUST0000930,Mortgage,43340.22,10.66,Closed
LON0001035,CUST0000179,Auto,416956.52,9.69,Closed
LON0001036,CUST0000707,Auto,166661.9,9.7,Active
LON0001037,CUST0000487,Business,248186.15,13.36,Active
LON0001038,CUST0002013,Auto,78742.89,5.56,Active
LON0001039,CUST0000582,Business,440038.3,18.9,Active
LON0001040,CUST0001322,Mortgage,211364.35,12.04,Default
LON0001041,CUST0000728,Auto,300871.15,15.15,Active
LON0001042,CUST0002196,Mortgage,55633.36,4.0,Active
LON0001043,CUST0002424,Business,272873.92,17.18,Closed
LON0001044,CUST0001898,Personal,160567.54,2.76,Closed
LON0001045,CUST0000669,Business,384188.61,5.91,Active
LON0001046,CUST0002505,Personal,111450.07,13.05,Active
LON0001047,CUST0001027,Auto,114906.0,10.59,Default
LON0001048,CUST0002859,Auto,65414.7,12.82,Closed
LON0001049,CUST0002788,Personal,386571.56,5.41,Active
LON0001050,CUST0000973,Mortgage,26657.53,8.47,Active
LON0001051,CUST0001952,Business,313728.49,2.15,Active
LON0001052,CUST0000212,Mortgage,146977.33,9.8,Active
LON0001053,CUST0001856,Auto,233069.21,4.95,Active
LON0001054,CUST0001267,Business,462736.2,14.43,Active
LON0001055,CUST0001152,Auto,353855.3,10.12,Active
LON0001056,CUST0000790,Personal,409069.59,11.58,Active
LON0001057,CUST0001589,Personal,28906.24,8.25,Default
LON0001058,CUST0002284,Business,278725.2,10.1,Active
LON0001059,CUST0000819,Mortgage,156181.65,17.82,Active
LON0001060,CUST0001974,Personal,115664.47,16.76,Active
LON0001061,CUST0000349,Mortgage,302323.29,12.51,Active
LON0001062,CUST0000978,Business,403826.77,2.81,Active
LON0001063,CUST0002812,Business,197323.93,14.42,Active
LON0001064,CUST0000422,Auto,197175.91,7.42,Closed
LON0001065,CUST0001483,Business,421663.1,18.37,Active
LON0001066,CUST0000367,Mortgage,279939.64,13.16,Closed
LON0001067,CUST0002681,Personal,464407.79,10.76,Active
LON0001068,CUST0001922,Auto,245098.71,2.74,Default
LON0001069,CUST0001207,Personal,194022.69,18.65,Closed
LON0001070,CUST0002170,Mortgage,97340.87,19.37,Closed
LON0001071,CUST0000065,Business,454372.56,12.96,Default
LON0001072,CUST0000442,Business,213331.93,9.72,Closed
LON0001073,CUST0001525,Mortgage,8311.56,13.64,Active
LON0001074,CUST0001308,Auto,314937.21,14.73,Active
LON0001075,CUST0002420,Mortgage,168975.45,17.73,Active
LON0001076,CUST0002109,Business,15514.07,6.29,Closed
LON0001077,CUST0000266,Auto,282890.84,16.0,Active
LON0001078,CUST0002069,Auto,407994.69,9.71,Closed
LON0001079,CUST0002400,Mortgage,177579.82,14.03,Closed
LON0001080,CUST0001239,Mortgage,467288.3,4.67,Active
LON0001081,CUST0002810,Mortgage,78852.91,7.83,Active
LON0001082,CUST0000112,Personal,221272.12,5.86,Default
LON0001083,CUST0001411,Mortgage,390682.57,10.03,Active
LON0001084,CUST0001695,Personal,405078.43,17.6,Active
LON0001085,CUST0000490,Mortgage,193714.11,19.79,Active
LON0001086,CUST0002808,Business,302423.11,9.45,Closed
LON0001087,CUST0001634,Personal,8698.57,14.67,Active
LON0001088,CUST0002063,Mortgage,390016.97,9.04,Active
LON0001089,CUST0002420,Personal,448783.94,16.3,Active
LON0001090,CUST0002008,Personal,235341.18,4.5,Active
LON0001091,CUST0001724,Mortgage,46349.75,8.54,Active
LON0001092,CUST0002617,Mortgage,125035.88,10.24,Default
LON0001093,CUST0001181,Personal,46958.77,10.72,Active
LON0001094,CUST0001677,Personal,434220.11,7.91,Default
LON0001095,CUST0000824,Business,330075.27,11.24,Closed
LON0001096,CUST0002542,Personal,323199.85,13.47,Closed
LON0001097,CUST0000508,Business,323730.36,16.87,Closed
LON0001098,CUST0001201,Auto,140880.03,2.68,Active
LON0001099,CUST0000017,Personal,9031.26,8.93,Active
LON0001100,CUST0002156,Auto,423254.58,6.77,Default
LON0001101,CUST0002809,Auto,50051.78,3.36,Active
LON0001102,CUST0000478,Auto,104511.1,9.63,Default
LON0001103,CUST0001992,Business,36985.24,16.01,Closed
LON0001104,CUST0001578,Auto,334561.73,4.94,Active
LON0001105,CUST0001476,Auto,8159.67,10.83,Active
LON0001106,CUST0000950,Personal,132017.56,13.95,Active
LON0001107,CUST0001309,Auto,221018.38,12.02,Active
LON0001108,CUST0002473,Auto,320677.09,8.15,Active
LON0001109,CUST0002500,Auto,187701.01,4.75,Active
LON0001110,CUST0000072,Business,441605.22,12.31,Active
LON0001111,CUST0002351,Mortgage,205292.99,7.17,Active
LON0001112,CUST0002656,Mortgage,320321.28,11.15,Active
LON0001113,CUST0001758,Mortgage,279732.1,3.89,Closed
LON0001114,CUST0002826,Personal,145053.67,18.08,Active
LON0001115,CUST0002288,Business,13286.77,16.8,Closed
LON0001116,CUST0001097,Business,360647.58,18.02,Active
LON0001117,CUST0001626,Mortgage,427731.41,18.17,Active
LON0001118,CUST0000701,Personal,319728.29,19.49,Default
LON0001119,CUST0000060,Business,465848.57,16.12,Active
LON0001120,CUST0000573,Mortgage,196156.31,11.53,Active
LON0001121,CUST0001897,Personal,146768.25,7.15,Active
LON0001122,CUST0002889,Business,192808.46,6.95,Active
LON0001123,CUST0001962,Business,422556.52,12.48,Active
LON0001124,CUST0001409,Auto,355807.47,6.54,Closed
LON0001125,CUST0000303,Auto,263123.89,15.62,Active
LON0001126,CUST0002893,Business,381227.51,4.98,Active
LON0001127,CUST0002336,Personal,216543.53,5.85,Active
LON0001128,CUST0002129,Business,265522.58,12.65,Active
LON0001129,CUST0001610,Personal,304707.22,14.51,Active
LON0001130,CUST0001112,Personal,497439.87,7.66,Active
LON0001131,CUST0001587,Auto,290287.5,13.87,Active
LON0001132,CUST0002564,Auto,128940.94,16.26,Active
LON0001133,CUST0001252,Mortgage,361634.21,6.21,Default
LON0001134,CUST0001480,Auto,253701.62,8.27,Active
LON0001135,CUST0000804,Personal,369442.47,15.46,Active
LON0001136,CUST0002365,Business,26173.55,11.92,Closed
LON0001137,CUST0000851,Auto,304281.73,11.73,Active
LON0001138,CUST0000937,Auto,361895.73,17.04,Active
LON0001139,CUST0001062,Auto,11230.15,4.42,Active
LON0001140,CUST0000891,Mortgage,326460.71,2.69,Active
LON0001141,CUST0002992,Personal,168089.56,11.72,Active
LON0001142,CUST0001157,Auto,189892.9,14.99,Active
LON0001143,CUST0000234,Mortgage,320063.18,10.36,Closed
LON0001144,CUST0000273,Auto,38587.06,6.52,Active
LON0001145,CUST0000558,Personal,134223.35,11.08,Active
LON0001146,CUST0000487,Personal,202515.34,2.92,Active
LON0001147,CUST0000577,Business,20075.0,11.5,Active
LON0001148,CUST0001953,Personal,419316.05,16.25,Active
LON0001149,CUST0000942,Business,470644.47,18.56,Default
LON0001150,CUST0001810,Business,153525.02,15.59,Active
LON0001151,CUST0001694,Auto,393277.11,3.3,Active
LON0001152,CUST0001134,Auto,43789.74,18.24,Active
LON0001153,CUST0000296,Mortgage,116406.28,9.24,Closed
LON0001154,CUST0001122,Auto,495681.25,5.01,Active
LON0001155,CUST0002737,Personal,469584.14,19.66,Active
LON0001156,CUST0002754,Personal,123323.35,12.64,Active
LON0001157,CUST0001294,Auto,396025.77,15.93,Active
LON0001158,CUST0002416,Business,430858.46,17.55,Active
LON0001159,CUST0001034,Mortgage,379104.87,7.48,Closed
LON0001160,CUST0001087,Auto,327118.05,10.35,Closed
LON0001161,CUST0001715,Business,367048.16,9.54,Active
LON0001162,CUST0000519,Business,109106.48,19.98,Active
LON0001163,CUST0001221,Personal,338486.74,18.43,Closed
LON0001164,CUST0002074,Auto,116064.51,19.81,Active
LON0001165,CUST0001327,Mortgage,349245.16,14.52,Active
LON0001166,CUST0000944,Auto,378465.84,11.85,Closed
LON0001167,CUST0000266,Business,360307.58,18.81,Active
LON0001168,CUST0001169,Auto,72848.87,19.84,Active
LON0001169,CUST0002065,Business,490932.73,8.89,Active
LON0001170,CUST0002038,Business,262070.95,3.87,Active
LON0001171,CUST0002588,Personal,428789.31,2.55,Closed
LON0001172,CUST0000512,Business,147990.17,14.04,Active
LON0001173,CUST0002081,Mortgage,380648.02,5.97,Closed
LON0001174,CUST0000222,Personal,204365.92,8.86,Active
LON0001175,CUST0000465,Personal,115658.58,5.0,Active
LON0001176,CUST0000573,Mortgage,112998.53,5.94,Active
LON0001177,CUST0001773,Personal,460691.61,18.28,Active
LON0001178,CUST0000186,Mortgage,457525.84,12.57,Active
LON0001179,CUST0001367,Business,66573.7,7.04,Active
LON0001180,CUST0000374,Mortgage,124097.68,12.83,Active
LON0001181,CUST0002857,Business,161178.92,8.42,Closed
LON0001182,CUST0001201,Auto,294811.07,17.71,Active
LON0001183,CUST0000054,Business,118122.77,17.72,Active
LON0001184,CUST0001882,Mortgage,56815.83,17.47,Active
LON0001185,CUST0001277,Mortgage,352199.86,4.24,Active
LON0001186,CUST0001489,Business,477999.95,6.2,Closed
LON0001187,CUST0002441,Auto,440505.58,18.68,Active
LON0001188,CUST0002445,Mortgage,125484.69,15.07,Default
LON0001189,CUST0002152,Mortgage,395899.93,15.46,Active
LON0001190,CUST0000484,Mortgage,314520.79,12.62,Active
LON0001191,CUST0001468,Mortgage,342249.96,13.29,Active
LON0001192,CUST0000451,Auto,91934.78,3.58,Active
LON0001193,CUST0002496,Auto,165156.52,12.7,Active
LON0001194,CUST0002966,Mortgage,23707.0,5.94,Closed
LON0001195,CUST0001679,Personal,256254.6,17.33,Default
LON0001196,CUST0000817,Business,372042.72,16.11,Closed
LON0001197,CUST0001018,Auto,66760.32,16.75,Closed
LON0001198,CUST0000047,Auto,311426.92,16.1,Active
LON0001199,CUST0001863,Personal,24720.38,14.29,Active
LON0001200,CUST0001482,Personal,368347.51,19.01,Active
LON0001201,CUST0002122,Business,127054.65,3.12,Active
LON0001202,CUST0002588,Auto,33520.04,14.45,Active
LON0001203,CUST0002391,Mortgage,150287.35,2.13,Default
LON0001204,CUST0000729,Personal,429789.57,18.23,Active
LON0001205,CUST0000718,Personal,303545.4,6.21,Active
LON0001206,CUST0000187,Business,422900.47,8.28,Active
LON0001207,CUST0001936,Mortgage,22294.37,14.28,Active
LON0001208,CUST0000477,Mortgage,477170.86,18.68,Active
LON0001209,CUST0001504,Mortgage,139614.03,3.47,Active
LON0001210,CUST0000016,Personal,276731.71,3.81,Default
LON0001211,CUST0001662,Business,354211.01,3.27,Active
LON0001212,CUST0001754,Auto,79187.72,19.79,Active
LON0001213,CUST0002729,Mortgage,482009.47,3.9,Active
LON0001214,CUST0000062,Business,228538.07,6.27,Closed
LON0001215,CUST0000840,Mortgage,165077.77,16.72,Active
LON0001216,CUST0002883,Business,429970.13,4.73,Active
LON0001217,CUST0001726,Personal,79077.1,12.2,Active
LON0001218,CUST0000039,Business,376255.84,18.5,Default
LON0001219,CUST0001256,Personal,215822.31,11.2,Active
LON0001220,CUST0001503,Auto,88658.73,4.05,Default
LON0001221,CUST0002379,Auto,163610.91,3.61,Closed
LON0001222,CUST0000339,Mortgage,235685.16,19.18,Active
LON0001223,CUST0001159,Business,14113.78,9.27,Closed
LON0001224,CUST0001619,Mortgage,324963.69,17.76,Active
LON0001225,CUST0002009,Mortgage,126570.58,8.94,Default
LON0001226,CUST0002276,Mortgage,340141.82,2.0,Active
LON0001227,CUST0002019,Personal,430383.19,13.23,Active
LON0001228,CUST0002824,Business,320376.71,16.19,Active
LON0001229,CUST0000625,Business,39527.98,15.65,Active
LON0001230,CUST0001664,Mortgage,397226.96,12.69,Active
LON0001231,CUST0001445,Mortgage,408668.04,5.38,Closed
LON0001232,CUST0002074,Mortgage,343277.84,9.97,Active
LON0001233,CUST0001075,Personal,342283.01,7.02,Active
LON0001234,CUST0001518,Personal,142023.17,2.34,Active
LON0001235,CUST0002439,Personal,432821.2,10.8,Active
LON0001236,CUST0000558,Personal,116012.86,8.59,Active
LON0001237,CUST0000971,Personal,344432.22,18.58,Active
LON0001238,CUST0001887,Mortgage,151007.78,9.07,Active
LON0001239,CUST0002751,Personal,75141.18,15.32,Active
LON0001240,CUST0002453,Business,32404.05,11.57,Active
LON0001241,CUST0001176,Auto,315609.29,3.26,Active
LON0001242,CUST0001506,Auto,5721.07,14.2,Active
LON0001243,CUST0002080,Business,77674.09,16.18,Active
LON0001244,CUST0002469,Personal,44392.43,17.0,Active
LON0001245,CUST0000566,Business,147750.72,17.29,Active
LON0001246,CUST0001970,Mortgage,125488.47,11.46,Closed
LON0001247,CUST0002761,Auto,412938.15,8.19,Closed
LON0001248,CUST0001128,Business,102067.15,6.27,Closed
LON0001249,CUST0002362,Auto,79833.47,2.0,Active
LON0001250,CUST0001896,Auto,262460.81,12.7,Default
LON0001251,CUST0002115,Auto,224173.98,14.54,Active
LON0001252,CUST0000349,Business,483788.44,12.09,Active
LON0001253,CUST0001806,Personal,120279.83,17.08,Active
LON0001254,CUST0002911,Mortgage,142514.53,14.78,Active
LON0001255,CUST0000169,Auto,402423.09,9.2,Closed
LON0001256,CUST0001446,Business,47562.5,16.22,Active
LON0001257,CUST0001427,Mortgage,221684.74,8.26,Active
LON0001258,CUST0002139,Business,43314.45,5.44,Active
LON0001259,CUST0001591,Personal,326473.44,3.3,Active
LON0001260,CUST0002500,Mortgage,486511.56,14.68,Active
LON0001261,CUST0001893,Business,220324.78,11.71,Active
LON0001262,CUST0001682,Mortgage,33397.8,15.22,Default
LON0001263,CUST0001123,Mortgage,227244.05,10.82,Closed
LON0001264,CUST0000891,Personal,478226.48,9.8,Active
LON0001265,CUST0002881,Business,458949.66,6.69,Active
LON0001266,CUST0002427,Auto,492327.15,11.33,Active
LON0001267,CUST0002301,Business,158261.22,13.92,Active
LON0001268,CUST0001362,Business,410527.91,14.62,Closed
LON0001269,CUST0000397,Business,210208.64,15.47,Active
LON0001270,CUST0000628,Personal,62592.16,13.4,Active
LON0001271,CUST0001002,Personal,298912.92,8.57,Closed
LON0001272,CUST0002014,Mortgage,85176.83,3.75,Default
LON0001273,CUST0002183,Business,385966.4,14.35,Active
LON0001274,CUST0002700,Personal,334569.44,12.35,Closed
LON0001275,CUST0000307,Personal,248637.63,14.63,Active
LON0001276,CUST0000383,Auto,268128.38,4.44,Closed
LON0001277,CUST0000820,Auto,166706.24,13.85,Active
LON0001278,CUST0002771,Personal,104073.44,13.77,Active
LON0001279,CUST0001524,Business,372006.4,2.97,Closed
LON0001280,CUST0002269,Auto,127786.73,17.24,Default
LON0001281,CUST0001980,Personal,319205.25,18.85,Closed
LON0001282,CUST0001715,Mortgage,329586.05,15.31,Active
LON0001283,CUST0002886,Personal,431910.32,2.64,Active
LON0001284,CUST0000082,Auto,41875.8,18.39,Active
LON0001285,CUST0000253,Auto,144255.02,18.41,Active
LON0001286,CUST0002221,Business,122714.91,9.46,Closed
LON0001287,CUST0000704,Auto,385955.77,17.3,Active
LON0001288,CUST0000820,Business,37380.45,2.67,Active
LON0001289,CUST0000677,Auto,123630.97,16.8,Active
LON0001290,CUST0001119,Personal,271593.05,5.12,Closed
LON0001291,CUST0000142,Mortgage,377908.91,3.86,Active
LON0001292,CUST0002850,Auto,3708.94,14.36,Active
LON0001293,CUST0002086,Mortgage,230018.44,3.77,Closed
LON0001294,CUST0002532,Auto,458070.82,9.4,Active
LON0001295,CUST0000711,Business,127875.19,18.09,Active
LON0001296,CUST0002552,Auto,75727.97,17.91,Active
LON0001297,CUST0001150,Mortgage,312067.0,17.41,Closed
LON0001298,CUST0002443,Mortgage,404117.25,4.3,Active
LON0001299,CUST0000896,Business,330345.6,19.82,Closed
LON0001300,CUST0000621,Mortgage,123574.57,3.0,Active
LON0001301,CUST0002460,Business,460232.6,2.54,Active
LON0001302,CUST0001365,Business,35996.78,15.06,Active
LON0001303,CUST0001584,Personal,113483.63,12.13,Default
LON0001304,CUST0000036,Personal,231696.06,2.82,Closed
LON0001305,CUST0000111,Business,259485.7,15.22,Closed
LON0001306,CUST0000212,Mortgage,52808.85,8.08,Active
LON0001307,CUST0001002,Auto,5114.8,9.74,Closed
LON0001308,CUST0001976,Personal,468007.4,19.09,Active
LON0001309,CUST0000408,Business,11689.61,11.33,Active
LON0001310,CUST0000260,Business,298559.75,4.35,Active
LON0001311,CUST0000235,Auto,90019.28,19.65,Active
LON0001312,CUST0002658,Business,25997.65,12.73,Default
LON0001313,CUST0000334,Business,86200.81,10.88,Active
LON0001314,CUST0000863,Personal,435088.23,19.02,Active
LON0001315,CUST0001510,Business,429948.68,11.15,Active
LON0001316,CUST0001916,Personal,401411.76,16.24,Active
LON0001317,CUST0002818,Mortgage,270800.8,12.33,Active
LON0001318,CUST0000465,Business,230857.43,17.67,Active
LON0001319,CUST0001843,Business,314310.72,11.62,Active
LON0001320,CUST0002902,Business,451702.43,8.75,Active
LON0001321,CUST0002774,Auto,90746.3,17.36,Active
LON0001322,CUST0000963,Auto,54010.42,7.43,Active
LON0001323,CUST0002532,Business,139351.1,6.56,Active
LON0001324,CUST0000170,Auto,229086.43,10.5,Active
LON0001325,CUST0000854,Personal,145533.18,7.38,Closed
LON0001326,CUST0002823,Auto,353178.97,16.74,Active
LON0001327,CUST0000993,Auto,171211.52,4.55,Default
LON0001328,CUST0002486,Auto,320799.36,3.16,Active
LON0001329,CUST0001099,Auto,20436.18,5.71,Active
LON0001330,CUST0000344,Mortgage,310930.67,18.41,Active
LON0001331,CUST0000856,Business,283610.4,9.55,Active
LON0001332,CUST0002507,Auto,91950.91,5.88,Closed
LON0001333,CUST0001561,Mortgage,199432.96,10.59,Active
LON0001334,CUST0001502,Business,44300.47,14.23,Closed
LON0001335,CUST0000854,Auto,214186.91,11.63,Active
LON0001336,CUST0002954,Mortgage,37354.8,14.68,Active
LON0001337,CUST0001184,Mortgage,216047.25,19.4,Active
LON0001338,CUST0001876,Mortgage,186608.94,18.1,Active
LON0001339,CUST0001564,Personal,126117.12,14.59,Active
LON0001340,CUST0002463,Personal,326185.67,13.37,Closed
LON0001341,CUST0001498,Auto,246284.85,13.1,Active
LON0001342,CUST0000165,Business,276533.51,2.74,Active
LON0001343,CUST0002749,Auto,105896.76,14.01,Default
LON0001344,CUST0002280,Mortgage,495453.88,16.02,Active
LON0001345,CUST0002971,Business,379194.72,4.34,Active
LON0001346,CUST0000744,Personal,364697.94,3.89,Active
LON0001347,CUST0002179,Auto,224025.57,16.06,Default
LON0001348,CUST0001433,Business,189410.15,6.15,Active
LON0001349,CUST0001269,Auto,374305.42,2.56,Active
LON0001350,CUST0000096,Business,242566.61,3.52,Active
LON0001351,CUST0000826,Business,25219.43,6.46,Active
LON0001352,CUST0002262,Auto,454649.88,14.17,Active
LON0001353,CUST0000139,Personal,309825.97,8.53,Closed
LON0001354,CUST0001761,Business,311882.33,12.44,Active
LON0001355,CUST0002225,Personal,301208.68,18.36,Active
LON0001356,CUST0001264,Auto,445792.66,2.03,Active
LON0001357,CUST0001183,Business,44504.56,10.81,Active
LON0001358,CUST0000807,Business,339099.34,18.19,Active
LON0001359,CUST0001821,Mortgage,62582.55,17.21,Active
LON0001360,CUST0002297,Mortgage,377484.6,12.36,Active
LON0001361,CUST0001894,Mortgage,438920.78,13.39,Default
LON0001362,CUST0000271,Mortgage,21746.23,14.49,Closed
LON0001363,CUST0002597,Personal,44383.99,4.92,Active
LON0001364,CUST0000880,Business,224486.35,14.01,Active
LON0001365,CUST0002593,Business,207474.95,19.78,Active
LON0001366,CUST0001619,Mortgage,113352.65,4.25,Active
LON0001367,CUST0001537,Mortgage,163482.84,11.36,Active
LON0001368,CUST0000571,Personal,362401.49,14.94,Default
LON0001369,CUST0001716,Auto,210242.58,15.02,Active
LON0001370,CUST0001528,Mortgage,396417.56,2.02,Active
LON0001371,CUST0001009,Personal,139383.11,2.34,Active
LON0001372,CUST0000642,Mortgage,197290.46,7.15,Active
LON0001373,CUST0001556,Auto,473797.0,2.55,Default
LON0001374,CUST0002656,Business,133400.49,3.33,Default
LON0001375,CUST0000287,Personal,255691.59,2.1,Active
LON0001376,CUST0001226,Personal,163336.88,16.87,Active
LON0001377,CUST0000388,Business,186086.68,3.48,Active
LON0001378,CUST0002991,Business,29206.69,14.97,Active
LON0001379,CUST0002682,Business,244692.32,15.59,Active
LON0001380,CUST0002971,Business,260999.66,4.15,Active
LON0001381,CUST0000995,Business,124535.16,16.51,Active
LON0001382,CUST0001128,Business,344903.06,16.64,Active
LON0001383,CUST0002157,Personal,295477.69,19.74,Closed
LON0001384,CUST0002072,Auto,220132.74,7.17,Active
LON0001385,CUST0002597,Business,289989.01,5.75,Active
LON0001386,CUST0001670,Personal,213990.96,2.07,Active
LON0001387,CUST0000485,Personal,185957.09,13.08,Active
LON0001388,CUST0001743,Business,198500.81,10.23,Default
LON0001389,CUST0002179,Mortgage,44790.16,11.32,Closed
LON0001390,CUST0000032,Business,360111.61,16.09,Active
LON0001391,CUST0001758,Business,434121.4,9.96,Active
LON0001392,CUST0002763,Mortgage,78766.85,6.19,Active
LON0001393,CUST0001919,Personal,160331.76,7.99,Closed
LON0001394,CUST0002393,Auto,426720.66,9.43,Active
LON0001395,CUST0000055,Mortgage,5840.65,2.7,Active
LON0001396,CUST0001579,Auto,162654.92,5.86,Active
LON0001397,CUST0002971,Auto,493276.71,2.4,Active
LON0001398,CUST0001382,Personal,455671.29,18.72,Active
LON0001399,CUST0001144,Business,480283.12,14.44,Closed
LON0001400,CUST0001315,Mortgage,310878.91,10.84,Active
LON0001401,CUST0000725,Mortgage,338764.98,3.85,Default
LON0001402,CUST0002746,Personal,194640.45,6.49,Active
LON0001403,CUST0002739,Business,136579.9,17.81,Active
LON0001404,CUST0002323,Mortgage,145067.49,19.8,Active
LON0001405,CUST0001871,Personal,73009.78,13.81,Active
LON0001406,CUST0002745,Auto,346438.94,13.66,Closed
LON0001407,CUST0000153,Auto,318544.27,3.09,Active
LON0001408,CUST0000867,Personal,381096.21,6.54,Closed
LON0001409,CUST0000980,Personal,352114.98,7.01,Active
LON0001410,CUST0000228,Personal,369805.1,12.45,Active
LON0001411,CUST0002664,Personal,444513.89,14.16,Closed
LON0001412,CUST0000059,Personal,243826.46,17.33,Active
LON0001413,CUST0000513,Business,255511.01,3.22,Active
LON0001414,CUST0000863,Auto,123593.68,11.65,Active
LON0001415,CUST0000572,Mortgage,415694.27,12.31,Active
LON0001416,CUST0001941,Personal,313092.91,10.65,Active
LON0001417,CUST0001177,Personal,310373.13,2.11,Active
LON0001418,CUST0001642,Auto,146632.85,19.7,Active
LON0001419,CUST0002318,Mortgage,456424.65,2.46,Active
LON0001420,CUST0000235,Personal,376554.65,9.45,Active
